"","region_1","country","variety","points"
"104921","Colli Orientali del Friuli","Italy","Sauvignon",96.1568616688653
"104932","Alto Adige","Italy","Pinot Grigio",92.175084509468
"104934","Montepulciano d'Abruzzo","Italy","Montepulciano",90.5436733284735
"104949","Montepulciano d'Abruzzo","Italy","Montepulciano",90.4852174076307
"104994","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",91.0882198428785
"105004","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",97.7118191864262
"105006","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",96.1590137552911
"105011","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",82.3324022353027
"105053","Vernaccia di San Gimignano","Italy","Vernaccia",100.690682928064
"105061","Romagna","Italy","Albana",98.3405411299104
"105065","Romagna","Italy","Sangiovese",91.6696636254427
"105119","Chianti","Italy","Red Blend",90.1961063361528
"105134","Morellino di Scansano","Italy","Red Blend",89.1288685170891
"105143","Toscana","Italy","Red Blend",96.1847469735837
"105147","Toscana","Italy","Red Blend",89.8972756124635
"105285","Puglia","Italy","Sangiovese",95.9893851302507
"105287","Beneventano","Italy","Coda di Volpe",90.02068003799
"105288","Lacryma Christi del Vesuvio","Italy","White Blend",91.025697984876
"105294","Salento","Italy","Negroamaro",97.6041735352101
"105295","Sicilia","Italy","Grillo",95.8718723587192
"105298","Puglia","Italy","Primitivo",85.1320238995402
"105419","Offida Pecorino","Italy","Pecorino",94.7010115638885
"105427","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",97.86135689772
"105440","Beneventano","Italy","Falanghina",88.2285576723086
"105593","Maremma Toscana","Italy","Merlot",99.0125780431592
"105629","Isola dei Nuraghi","Italy","Rosato",94.8213297528732
"105839","Colli Orientali del Friuli","Italy","Pinot Grigio",83.8094549235909
"105844","Terre di Chieti","Italy","Pecorino",88.5977145668052
"105847","Colli Orientali del Friuli","Italy","Chardonnay",92.0777342697648
"105850","Valdadige","Italy","Pinot Grigio",82.4301329361603
"105896","Alto Adige","Italy","Rosé",102.360391028404
"105907","Vermentino di Sardegna","Italy","Vermentino",95.757384161482
"105921","Delle Venezie","Italy","Pinot Grigio",98.3342989645685
"105950","Barbera d'Asti","Italy","Barbera",90.319044168606
"105954","Sicilia","Italy","Cabernet Sauvignon",92.0551525780541
"105958","Sicilia","Italy","Syrah",96.2930899997448
"105974","Sicilia","Italy","Nero d'Avola",93.2436572518402
"105977","Salice Salentino","Italy","Red Blend",99.3582199599388
"105991","Delle Venezie","Italy","Pinot Grigio",90.8917755622952
"106028","Soave Classico","Italy","Garganega",96.2453042005957
"106037","Moscato d'Asti","Italy","Moscato",107.68688376168
"106063","Toscana","Italy","Red Blend",92.3064961288587
"106170","Morellino di Scansano","Italy","Red Blend",84.7066990766682
"106184","Bolgheri","Italy","Red Blend",91.4949290200384
"106220","Chianti","Italy","Red Blend",81.3464657849788
"106234","Chianti","Italy","Red Blend",87.5969636392442
"106255","Puglia","Italy","Rosé",81.972344606179
"106276","Colline Novaresi","Italy","Nebbiolo",93.2363421587031
"106308","Barbera d'Alba","Italy","Barbera",101.201435639337
"106423","Italy","Italy","Prosecco",90.8535075070734
"106428","Prosecco di Valdobbiadene","Italy","Prosecco",90.3157660078852
"106433","Prosecco del Veneto","Italy","Prosecco",97.1238207002724
"106435","Prosecco del Veneto","Italy","Prosecco",97.2683663823964
"106438","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",94.568193911818
"106440","Prosecco del Veneto","Italy","Prosecco",90.15660254821
"106452","Delle Venezie","Italy","Pinot Grigio",87.7079880745589
"106454","Soave Classico Superiore","Italy","White Blend",91.0363804679655
"106455","Soave","Italy","White Blend",91.8341263821223
"106459","Alto Adige","Italy","Pinot Bianco",82.7839350049015
"106461","Alto Adige","Italy","Pinot Grigio",90.1543281453184
"106462","Friuli Aquileia","Italy","Pinot Bianco",95.2656584213634
"106464","Veneto","Italy","Pinot Grigio",87.6702400841192
"106467","Delle Venezie","Italy","Pinot Grigio",92.7074833970643
"106470","Colli Orientali del Friuli","Italy","Ribolla Gialla",93.4300983365835
"106471","Trentino","Italy","Müller-Thurgau",93.965247558502
"106503","Sicilia","Italy","White Blend",86.9212703723364
"106507","Sicilia","Italy","Nero d'Avola",98.4454391070726
"106511","Sicilia","Italy","White Blend",94.6781352850742
"106521","Sicilia","Italy","Nero d'Avola",89.7740633845149
"106522","Sicilia","Italy","Syrah",83.3101631141182
"106624","Campania","Italy","Falanghina",93.7308828637799
"106625","Veneto","Italy","Sparkling Blend",100.778579354465
"106694","Lugana","Italy","Turbiana",91.9348272545324
"106742","Chianti Classico","Italy","Sangiovese",92.9950064977404
"106745","Chianti","Italy","Sangiovese",84.8997973487488
"106746","Chianti Classico","Italy","Sangiovese",92.3863736321577
"106756","Chianti Classico","Italy","Sangiovese",89.4253453000428
"106758","Chianti Classico","Italy","Sangiovese",85.5090897120554
"106765","Chianti","Italy","Sangiovese",90.927430204613
"106769","Chianti","Italy","Sangiovese",89.9093897520893
"106801","Veneto","Italy","Sparkling Blend",89.6091465873137
"106935","Castel del Monte","Italy","Rosato",95.6414597703341
"106940","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco",92.4490141308509
"106943","Piedmont","Italy","Moscato",89.4455127929806
"106948","Lambrusco Grasparossa di Castelvetro","Italy","Lambrusco",88.4738304095795
"106953","Veneto","Italy","Moscato",88.2312865287547
"106956","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.0243090709225
"106966","Emilia","Italy","Lambrusco",85.5501568653183
"107081","Soave Classico","Italy","White Blend",92.6379520605905
"107137","Toscana","Italy","Rosé",99.9939361156801
"107143","Marche","Italy","Passerina",93.4832423675055
"107146","Verdicchio dei Castelli di Jesi Classico","Italy","Verdicchio",105.960614969477
"107160","Offida Pecorino","Italy","Pecorino",89.267452843191
"107313","Rosso Conero","Italy","Montepulciano",98.3009269087463
"107316","Umbria","Italy","Rosato",92.7908650296282
"107327","Lazio","Italy","Syrah",94.5126691693065
"107334","Montefalco Rosso","Italy","Red Blend",102.621227333073
"107351","Friuli Colli Orientali","Italy","Friulano",92.6109271292916
"107360","Collio","Italy","Friulano",94.7714081180573
"107362","Alto Adige Valle Isarco","Italy","Müller-Thurgau",86.9053898894807
"107365","Collio","Italy","Sauvignon",93.7994452788915
"107376","Valdobbiadene Prosecco Superiore","Italy","Glera",93.0907294424018
"107379","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",99.2281077928136
"107423","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.9043552736121
"107442","Soave Classico","Italy","White Blend",86.979099973756
"107492","Morellino di Scansano","Italy","Red Blend",94.1480085960279
"107498","Barbera d'Asti Superiore","Italy","Barbera",92.4547791640709
"107516","Dolcetto d'Alba","Italy","Dolcetto",87.6245440632872
"107517","Sicilia","Italy","Cabernet Sauvignon",81.4305654255989
"107564","Sicilia","Italy","Nero d'Avola",101.802487798455
"107566","Terre Siciliane","Italy","Nero d'Avola",93.3397311122325
"107568","Sicilia","Italy","Nero d'Avola",97.9357917060439
"107587","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",85.1096841437895
"107628","Moscato d'Asti","Italy","Moscato",84.8739003973
"107713","Trentino","Italy","Sauvignon",87.622484681688
"107755","Piedmont","Italy","Moscato",83.0551998903121
"107777","Italy","Italy","Brachetto",85.3932489616967
"107935","Nebbiolo d'Alba","Italy","Nebbiolo",80.8782971537662
"107957","Asti","Italy","Moscato",99.4803188334687
"108063","Salice Salentino","Italy","Red Blend",90.7962567571441
"108064","Sicilia","Italy","Nero d'Avola",92.9827599941496
"108070","Sicilia","Italy","Grillo",88.7165839024645
"108079","Sicilia","Italy","Nero d'Avola",92.6996965679108
"108112","Valpolicella Classico Superiore","Italy","Corvina, Rondinella, Molinara",90.2774501050176
"108136","Prosecco","Italy","Glera",94.6293493231582
"108178","Valpolicella","Italy","Corvina, Rondinella, Molinara",89.326980485693
"108192","Veneto","Italy","Pinot Nero",93.1971088219036
"108196","Valpolicella Superiore","Italy","Corvina, Rondinella, Molinara",86.4769110115433
"108318","Rosso di Montepulciano","Italy","Red Blend",101.244202389311
"108368","Lambrusco di Sorbara","Italy","Lambrusco",92.8854881606641
"108383","Salento","Italy","Rosato",95.3833188707157
"108387","Collio","Italy","Pinot Grigio",91.9526750303019
"108429","Etna","Italy","Red Blend",92.1011716349656
"108498","Maremma","Italy","Sangiovese",88.7008512445123
"108500","Toscana","Italy","Sangiovese",93.3429522402852
"108569","Chianti Classico","Italy","Red Blend",77.8129409008623
"108743","Toscana","Italy","Red Blend",95.6720721570247
"108826","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",88.4292813635572
"108835","Soave Classico","Italy","Garganega",89.3953229217794
"108839","Alto Adige","Italy","Lagrein",98.6024180257853
"108841","Roero","Italy","Arneis",90.0927458943383
"108848","Verdicchio di Matelica","Italy","Verdicchio",83.3810711596037
"108902","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.8353462689119
"108903","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",82.7960088435434
"108905","Lambrusco dell'Emilia","Italy","Lambrusco",96.0591534268415
"108910","Soave Classico","Italy","Garganega",86.1398220933346
"108912","Veneto","Italy","Pinot Grigio",97.3670159530826
"108919","Prosecco","Italy","Glera",93.8345081074403
"108921","Emilia","Italy","Malvasia",80.7702185231516
"108924","Soave","Italy","Garganega",90.9700768709074
"108927","Prosecco Treviso","Italy","Glera",98.5280322922722
"108937","Morellino di Scansano","Italy","Red Blend",95.7470107867315
"108950","Vernaccia di San Gimignano","Italy","Vernaccia",88.0994668840202
"109078","Collio","Italy","Pinot Grigio",92.721025813745
"109082","Delle Venezie","Italy","White Blend",91.7943160235179
"109087","Friuli Grave","Italy","Pinot Grigio",95.2982681140155
"109091","Vigneti delle Dolomiti","Italy","Pinot Grigio",91.2337345635185
"109108","Chianti Classico","Italy","Red Blend",87.4388221417823
"109139","Isola dei Nuraghi","Italy","Red Blend",89.8473127335331
"109177","Morellino di Scansano","Italy","Red Blend",95.9194211227759
"109248","Terre Siciliane","Italy","Nero d'Avola",98.867177143471
"109254","Terre Siciliane","Italy","Red Blend",92.9812187255883
"109255","Terre Siciliane","Italy","Nero d'Avola",93.2313056589173
"109307","Chianti Classico","Italy","Red Blend",90.4090860056439
"109507","Barbera d'Alba","Italy","Barbera",96.3068303896891
"109567","Soave","Italy","Garganega",88.5436546801376
"109609","Terre Siciliane","Italy","Red Blend",85.5467396356962
"109614","Terre Siciliane","Italy","White Blend",98.3497358401094
"109615","Terre Siciliane","Italy","Nero d'Avola",93.431452040643
"109674","Sicilia","Italy","Grillo",89.366479439703
"109693","Sicilia","Italy","Nerello Mascalese",87.6845698900672
"109714","Rosso di Montepulciano","Italy","Red Blend",90.492877716237
"109735","Salice Salentino","Italy","Red Blend",87.865078731286
"109743","Montepulciano d'Abruzzo","Italy","Montepulciano",93.2373690072181
"109821","Piave","Italy","Cabernet Sauvignon",94.4132065497909
"109823","Dolcetto d'Alba","Italy","Dolcetto",85.8059337468183
"109824","Piave","Italy","Red Blend",96.0849679470577
"109857","Sicilia","Italy","Nero d'Avola",90.9765930895544
"109858","Sicilia","Italy","White Blend",86.3214321771374
"109861","Sicilia","Italy","Rosé",95.8510904424207
"109869","Sicilia","Italy","Catarratto",92.4800809743234
"109870","Sicilia","Italy","Nero d'Avola",98.6523339831055
"109872","Sicilia","Italy","Nero d'Avola",90.657257229953
"109874","Sicilia","Italy","White Blend",93.5887600089298
"109879","Sicilia","Italy","Nero d'Avola",80.4924128824537
"109880","Sicilia","Italy","Nero d'Avola",89.2628834696656
"109882","Sicilia","Italy","Red Blend",86.6864133399152
"109883","Sicilia","Italy","Nero d'Avola",88.9852183701299
"109884","Sicilia","Italy","Rosé",86.6988710890862
"109885","Irpinia","Italy","Aglianico",93.2440321338963
"109888","Sicilia","Italy","Nero d'Avola",94.0766129922164
"109906","Terre Siciliane","Italy","Nero d'Avola",94.6540057336114
"109960","Lugana","Italy","Turbiana",104.445570172925
"109987","Lugana","Italy","Turbiana",95.2200493520961
"109988","Salento","Italy","Rosato",92.6610286224227
"110064","Trento","Italy","Chardonnay",104.562316411917
"110065","Trentino","Italy","Champagne Blend",100.193518423248
"110075","Trentino","Italy","Sparkling Blend",84.5761689751583
"110151","Sicilia","Italy","Catarratto",93.101951842531
"110155","Puglia","Italy","Red Blend",90.1568560377154
"110163","Salento","Italy","Verdeca",87.6710856274815
"110168","Puglia","Italy","Negroamaro",91.3043550110236
"110200","Barbera d'Asti","Italy","Barbera",87.6600916939018
"110210","Barbera d'Asti Superiore","Italy","Barbera",92.5999179216649
"110214","Barbera d'Alba","Italy","Barbera",89.8389476783785
"110228","Puglia","Italy","Red Blend",84.5045903016053
"110245","Piave","Italy","Pinot Grigio",88.0372081655953
"110254","Piave","Italy","Pinot Grigio",84.505249109892
"110292","Chianti Classico","Italy","Sangiovese",88.0693237320711
"110302","Orvieto Classico Superiore","Italy","White Blend",87.5760234132297
"110390","Montepulciano d'Abruzzo","Italy","Montepulciano",96.92565663946
"110413","Dolcetto d'Alba","Italy","Dolcetto",94.851977763252
"110417","Sicilia","Italy","Nero d'Avola",105.786568237545
"110429","Vernaccia di San Gimignano","Italy","Vernaccia",102.636936506314
"110439","Morellino di Scansano","Italy","Red Blend",92.5310836508632
"110440","Toscana","Italy","Red Blend",95.653116105226
"110441","Morellino di Scansano","Italy","Red Blend",91.854463384513
"110444","Chianti","Italy","Red Blend",83.5791480396586
"110462","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",97.8986092970256
"110527","Terre Siciliane","Italy","Grillo",92.034817846186
"110562","Verdicchio dei Castelli di Jesi","Italy","Verdicchio",81.7711266389895
"110563","Rosso Piceno","Italy","Red Blend",88.75118507923
"110579","Umbria","Italy","White Blend",94.4622966144526
"110592","Umbria","Italy","White Blend",95.060256546381
"110601","Terre di Chieti","Italy","Sangiovese",91.3961449094429
"110651","Rosso del Veronese","Italy","Corvina, Rondinella, Molinara",93.516133066452
"110745","Asti","Italy","Moscato",87.8443757503579
"110747","Veneto","Italy","Moscato",91.7207362885204
"110749","Italy","Italy","Red Blend",83.1775817172673
"110759","Moscato d'Asti","Italy","Moscato",91.0804259946428
"110770","Chianti","Italy","Red Blend",90.4309268387793
"110777","Chianti Classico","Italy","Sangiovese",87.1043397664076
"110784","Chianti Rufina","Italy","Sangiovese",85.153561750621
"110790","Chianti","Italy","Red Blend",97.7230594289231
"110876","Moscato d'Asti","Italy","Moscato",89.3741915014842
"110877","Puglia","Italy","Falanghina",100.731819059332
"110879","Barbera d'Asti Superiore","Italy","Barbera",95.9779160273633
"110895","Barbera d'Asti Superiore","Italy","Barbera",98.4934703413008
"110897","Barbera d'Asti","Italy","Barbera",101.091319160745
"110898","Barbera d'Asti Superiore","Italy","Barbera",90.6077893735426
"110974","Bardolino Chiaretto","Italy","Rosato",89.3992479337456
"110987","Puglia","Italy","Rosato",93.1404852475911
"110988","Salento","Italy","Rosato",91.2865399293984
"111070","Moscato d'Asti","Italy","Moscato",97.5408288916009
"111084","Chianti Classico","Italy","Red Blend",96.1892680559407
"111092","Chianti Classico","Italy","Red Blend",95.8342784374399
"111119","Chianti","Italy","Red Blend",88.9678086522582
"111232","Trentino","Italy","Pinot Grigio",94.9482674081278
"111300","Montecucco","Italy","Red Blend",96.1009238756956
"111372","Dolcetto d'Alba","Italy","Dolcetto",86.3837189242643
"111399","Sicilia","Italy","Grillo",89.3490379988619
"111400","Sicilia","Italy","Red Blend",88.0430638325959
"111401","Sicilia","Italy","Grillo",88.4096853460589
"111402","Umbria","Italy","Grechetto",89.0363662451292
"111455","Toscana","Italy","Rosé",87.6965771949348
"111467","Chianti Colli Senesi","Italy","Red Blend",93.083709131991
"111480","Chianti Colli Senesi","Italy","Red Blend",97.1844772507283
"111481","Chianti","Italy","Red Blend",92.1036668236778
"111527","Rosso Piceno Superiore","Italy","Red Blend",90.2479540709592
"111536","Falerio","Italy","Pecorino",93.3117188699784
"111539","Rosso Piceno","Italy","Red Blend",91.9958428229343
"111555","Orvieto","Italy","White Blend",90.5936792610961
"111557","Trebbiano d'Abruzzo","Italy","Trebbiano",85.5582746374019
"111609","Rosso di Montalcino","Italy","Sangiovese Grosso",96.5083985874319
"111627","Vernaccia di San Gimignano","Italy","Vernaccia",88.9565904812722
"111628","Vernaccia di San Gimignano","Italy","Vernaccia",94.152373349313
"111631","Romagna","Italy","Red Blend",98.7590217665903
"111632","Vernaccia di San Gimignano","Italy","Vernaccia",102.75302346174
"111634","Vernaccia di San Gimignano","Italy","Vernaccia",88.0982246217765
"111637","Beneventano","Italy","Aglianico",90.4819991962698
"111645","Romagna","Italy","Sangiovese",95.2987643533088
"111652","Romagna","Italy","Sangiovese",98.0328097655614
"111734","Chianti Classico","Italy","Red Blend",98.4220112508174
"111800","Taburno","Italy","Falanghina",92.6663035631316
"111807","Lacryma Christi del Vesuvio","Italy","White Blend",87.1341042941391
"111814","Campania","Italy","Aglianico",92.6328415117122
"111856","Delle Venezie","Italy","Pinot Grigio",84.989377638804
"111869","Sicilia","Italy","Nero d'Avola",94.5514805726627
"111901","Maremma Toscana","Italy","Vermentino",96.751614735617
"111920","Bolgheri","Italy","White Blend",91.0150572008048
"111940","Valpolicella Classico Superiore","Italy","Red Blend",92.4884714354094
"111956","Valpolicella","Italy","Red Blend",90.6278644495
"111988","Alto Adige","Italy","Pinot Bianco",93.235335800105
"111993","Piave","Italy","Pinot Grigio",92.8932563344159
"112046","Terre Siciliane","Italy","Red Blend",106.968031486662
"112120","Cannonau di Sardegna","Italy","Cannonau",90.6738477236142
"112136","Rosso di Montalcino","Italy","Sangiovese Grosso",98.263590188643
"112163","Roero","Italy","Arneis",99.3224067903521
"112173","Roero","Italy","Arneis",92.109183162796
"112177","Roero","Italy","Arneis",93.9411361185026
"112323","Terre Siciliane","Italy","White Blend",92.2461384744561
"112509","Valdobbiadene Prosecco Superiore","Italy","Glera",98.1682783041801
"112511","Conegliano Valdobbiadene Prosecco Superiore","Italy","Sparkling Blend",88.6169652680319
"112548","Morellino di Scansano","Italy","Sangiovese",93.4520954841934
"112555","Rosso di Montalcino","Italy","Sangiovese",88.6979778127259
"112576","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",94.6968177925363
"112584","Prosecco di Valdobbiadene","Italy","Prosecco",96.0575498346766
"112585","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",92.2782026994092
"112588","Prosecco di Valdobbiadene","Italy","Prosecco",96.534863186962
"112598","Veneto","Italy","Manzoni",98.0894626394771
"112599","Alto Adige","Italy","Moscato Giallo",93.1889299996675
"112607","Colli Orientali del Friuli","Italy","Pinot Grigio",94.7588751037855
"112609","Colli Orientali del Friuli","Italy","Friulano",90.3977557038328
"112610","Venezia Giulia","Italy","Friulano",92.2330616671674
"112611","Moscato d'Asti","Italy","Moscato",82.0909243501671
"112616","Alto Adige","Italy","Pinot Bianco",85.2812248619651
"112645","Veneto","Italy","Sparkling Blend",90.9020637164551
"112659","Prosecco di Conegliano","Italy","Prosecco",90.8466059625751
"112660","Prosecco di Conegliano","Italy","Prosecco",86.2262978078918
"112695","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",86.0513001680892
"112696","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.1902804630763
"112698","Soave","Italy","Garganega",95.4736068728005
"112733","Veneto","Italy","Sparkling Blend",96.9186822013572
"112768","Toscana","Italy","Red Blend",91.5844078934819
"112777","Toscana","Italy","Cabernet Sauvignon",82.896858533073
"112781","Toscana","Italy","Sangiovese",93.0947854031544
"112827","Campania","Italy","Aglianico",93.9633808912239
"112830","Terre Siciliane","Italy","Nero d'Avola",90.467129598685
"112831","Sicilia","Italy","Nero d'Avola",96.9488645283948
"112837","Sicilia","Italy","Nero d'Avola",87.2769940789232
"112843","Terre Siciliane","Italy","Nero d'Avola",91.9863601772262
"112853","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",95.2997158575932
"112863","Valpolicella Classico Superiore Ripasso","Italy","Corvina",87.9110363898468
"112884","Valpolicella Ripasso","Italy","Corvina, Rondinella, Molinara",96.7907001490483
"112903","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",90.5198430386359
"112908","Montepulciano d'Abruzzo","Italy","Montepulciano",86.6160610576616
"112924","Verdicchio dei Castelli di Jesi","Italy","Verdicchio",93.8456344188108
"112949","Fiano di Avellino","Italy","Fiano",97.4192763027043
"112952","Terre Siciliane","Italy","Grillo",89.7279597634502
"112977","Chianti Classico","Italy","Red Blend",86.4130957256677
"112978","Chianti Classico","Italy","Red Blend",91.1836394904704
"113125","Terre Siciliane","Italy","Grillo",86.9629890676865
"113148","Romagna","Italy","Sangiovese",97.2737906398891
"113152","Sicilia","Italy","Nero d'Avola",87.0042865371333
"113153","Orvieto Classico","Italy","White Blend",90.5993290442504
"113160","Vernaccia di San Gimignano","Italy","Vernaccia",88.1707038366717
"113161","Vernaccia di San Gimignano","Italy","Vernaccia",97.0954867617817
"113165","Romagna","Italy","Sangiovese",93.9009274031757
"113216","Vermentino di Sardegna","Italy","Vermentino",98.8446539052816
"113221","Romagna","Italy","Albana",99.7833626912962
"113227","Romagna","Italy","Sangiovese",103.490313800145
"113232","Vernaccia di San Gimignano","Italy","Vernaccia",99.7903099902339
"113265","Montepulciano d'Abruzzo","Italy","Montepulciano",94.4767014948411
"113269","Montepulciano d'Abruzzo","Italy","Montepulciano",91.0082515174326
"113277","Salice Salentino","Italy","Red Blend",93.1140701089626
"113283","Terre di Chieti","Italy","Pecorino",86.5513545270231
"113288","Puglia","Italy","Aglianico",98.7541181143029
"113289","Fiano di Avellino","Italy","Fiano",85.775317288539
"113313","Chianti Classico","Italy","Red Blend",99.214505799011
"113354","Toscana","Italy","Vermentino",82.9846178752829
"113356","Toscana","Italy","Red Blend",89.0977905853662
"113401","Prosecco Treviso","Italy","Glera",92.6868280810654
"113402","Prosecco","Italy","Glera",96.3411479766162
"113411","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",92.1360210224075
"113420","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",93.9719739995705
"113429","Barbera d'Asti","Italy","Barbera",108.396423888879
"113480","Toscana","Italy","White Blend",103.216968243269
"113485","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",95.0820647691308
"113487","Sicilia","Italy","Chardonnay",100.399433323056
"113492","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",90.8480551804941
"113497","Prosecco","Italy","Glera",90.7069463189708
"113501","Salento","Italy","Negroamaro",98.0117382514264
"113502","Emilia","Italy","Red Blend",91.5313565986626
"113503","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",93.0499762742567
"113504","Veneto","Italy","Sparkling Blend",95.7931284521441
"113531","Bardolino Chiaretto","Italy","Red Blend",97.7729426027189
"113606","Prosecco","Italy","Glera",87.8584060313636
"113608","Prosecco","Italy","Glera",92.5714802976545
"113619","Prosecco Treviso","Italy","Glera",93.3439477546092
"113624","Prosecco Treviso","Italy","Glera",83.7991110367602
"113629","Prosecco","Italy","Glera",95.0215631552929
"113630","Prosecco","Italy","Glera",88.2772743270497
"113631","Prosecco","Italy","Glera",96.3237026603306
"113729","Chianti Classico","Italy","Sangiovese",92.1711044495044
"113775","Barbera d'Alba","Italy","Barbera",94.7800983592193
"113833","Friuli Aquileia","Italy","Pinot Grigio",98.4872378114314
"113839","Trentino","Italy","Chardonnay",102.245141992944
"113840","Trentino","Italy","Riesling",91.5737781990877
"113846","Soave Classico","Italy","Garganega",90.3300487596383
"113908","Venezie","Italy","Red Blend",86.3928588300033
"113988","Alto Adige","Italy","Lagrein",86.5605099774455
"114052","Greco di Tufo","Italy","Greco",93.4522447825526
"114094","Delle Venezie","Italy","White Blend",92.0720947618347
"114096","Trentino","Italy","Müller-Thurgau",100.110632450887
"114104","Trentino","Italy","Sauvignon Blanc",83.80085504343
"114115","Alto Adige","Italy","White Blend",93.6033197056542
"114206","Lugana","Italy","Turbiana",95.7535539859378
"114239","Sicilia","Italy","Catarratto",96.183459850502
"114251","Sicilia","Italy","Catarratto",97.4833998272487
"114256","Beneventano","Italy","Falanghina",89.8644773194983
"114323","Valdobbiadene Prosecco Superiore","Italy","Glera",95.8304823639413
"114327","Valdobbiadene Prosecco Superiore","Italy","Glera",93.8477472818265
"114343","Roero","Italy","Arneis",92.1984973177357
"114476","Bolgheri","Italy","Red Blend",95.139813634565
"114489","Piedmont","Italy","Brachetto",83.0094620644763
"114599","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",86.9773951986124
"114605","Moscato d'Asti","Italy","Moscato",92.1934154004731
"114661","Collio","Italy","White Blend",98.4311912365401
"114668","Soave Classico","Italy","Garganega",88.9780638728387
"114692","Chianti Classico","Italy","Red Blend",94.0013867151296
"114717","Chianti Colli Fiorentini","Italy","Red Blend",80.551612958916
"114750","Rosso di Montepulciano","Italy","Red Blend",90.3175606677495
"114752","Chianti","Italy","Sangiovese",93.2516820373102
"114765","Chianti","Italy","Red Blend",89.6621811873183
"114767","Chianti","Italy","Red Blend",92.7186359679184
"114772","Chianti","Italy","Red Blend",87.4274706544089
"114773","Chianti","Italy","Red Blend",96.5815536681599
"114779","Chianti Classico","Italy","Sangiovese",85.3652842505691
"114830","Toscana","Italy","Sangiovese",92.6199537069925
"114861","Trento","Italy","Sparkling Blend",87.552319818856
"114905","Terre Siciliane","Italy","Nerello Mascalese",94.2742807371991
"114911","Campania","Italy","Falanghina",97.8937104974997
"115043","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",102.932718322167
"115110","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",92.4331010774561
"115232","Offida Pecorino","Italy","Pecorino",92.1922023394535
"115277","Veronese","Italy","Red Blend",94.2211325698064
"115377","Sicilia","Italy","White Blend",97.2933894132221
"115438","Lambrusco dell'Emilia","Italy","Lambrusco",96.2465322950437
"115480","Morellino di Scansano","Italy","Sangiovese",90.7542067169883
"115485","Collio","Italy","Pinot Grigio",86.3779598625435
"115498","Alto Adige","Italy","Pinot Bianco",93.3016284333154
"115506","Venezie","Italy","Corvina",89.8481947107679
"115524","Trebbiano d'Abruzzo","Italy","Trebbiano",82.1654360486111
"115564","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",94.9723220759781
"115566","Valpolicella Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",91.7032131196305
"115685","Salento","Italy","Negroamaro",86.6323781819972
"115697","Salento","Italy","Negroamaro",100.681062791848
"115702","Salento","Italy","Primitivo",97.6556682866229
"115704","Puglia","Italy","Negroamaro",88.301092546053
"115705","Puglia","Italy","Uva di Troia",93.7742385256731
"115739","Rosso di Montalcino","Italy","Sangiovese",96.9044448138823
"115747","Langhe","Italy","Nebbiolo",92.3515762311591
"115760","Toscana","Italy","Red Blend",102.680484739349
"115764","Rosso di Montepulciano","Italy","Red Blend",92.6846118573298
"115807","Vigneti delle Dolomiti","Italy","Pinot Grigio",89.9375362585331
"115814","Colli Orientali del Friuli","Italy","Sauvignon",88.0395530995452
"115821","Salento","Italy","Fiano",86.72613920476
"115911","Trentino","Italy","Nosiola",92.4003992139819
"115919","Vigneti delle Dolomiti","Italy","Pinot Grigio",82.9834987933555
"115925","Collio","Italy","Friulano",84.8937415829186
"115932","Collio","Italy","Pinot Grigio",97.1572946754349
"115971","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",96.3457161302278
"115974","Venezia Giulia","Italy","Pinot Grigio",96.9798372117477
